,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
483,"Sat, Dec 28, 2019",10:00p,Los Angeles Lakers,128,Portland Trail Blazers,120,Box Score,,"19,960",
484,"Sat, Dec 28, 2019",10:30p,Utah Jazz,120,Los Angeles Clippers,107,Box Score,,"19,068",
485,"Sun, Dec 29, 2019",6:00p,Oklahoma City Thunder,98,Toronto Raptors,97,Box Score,,"19,800",
486,"Sun, Dec 29, 2019",8:00p,Sacramento Kings,115,Denver Nuggets,120,Box Score,,"19,520",
487,"Sun, Dec 29, 2019",8:00p,Charlotte Hornets,104,Memphis Grizzlies,117,Box Score,,"16,842",
488,"Sun, Dec 29, 2019",8:00p,Houston Rockets,112,New Orleans Pelicans,127,Box Score,,"17,712",
489,"Sun, Dec 29, 2019",9:30p,Dallas Mavericks,95,Los Angeles Lakers,108,Box Score,,"18,997",
490,"Mon, Dec 30, 2019",7:00p,Atlanta Hawks,101,Orlando Magic,93,Box Score,,"17,784",
491,"Mon, Dec 30, 2019",7:00p,Miami Heat,105,Washington Wizards,123,Box Score,,"20,476",
492,"Mon, Dec 30, 2019",8:00p,Milwaukee Bucks,123,Chicago Bulls,102,Box Score,,"21,954",
493,"Mon, Dec 30, 2019",8:00p,Brooklyn Nets,115,Minnesota Timberwolves,122,Box Score,OT,"15,824",
494,"Mon, Dec 30, 2019",9:00p,Detroit Pistons,81,Utah Jazz,104,Box Score,,"18,306",
495,"Mon, Dec 30, 2019",10:00p,Phoenix Suns,122,Portland Trail Blazers,116,Box Score,,"19,896",
496,"Tue, Dec 31, 2019",3:00p,Boston Celtics,109,Charlotte Hornets,92,Box Score,,"19,216",
497,"Tue, Dec 31, 2019",3:00p,Philadelphia 76ers,97,Indiana Pacers,115,Box Score,,"17,923",
498,"Tue, Dec 31, 2019",5:00p,Los Angeles Clippers,105,Sacramento Kings,87,Box Score,,"16,231",
499,"Tue, Dec 31, 2019",7:00p,Denver Nuggets,104,Houston Rockets,130,Box Score,,"18,055",
500,"Tue, Dec 31, 2019",7:00p,Golden State Warriors,113,San Antonio Spurs,117,Box Score,OT,"18,354",
501,"Tue, Dec 31, 2019",7:00p,Cleveland Cavaliers,97,Toronto Raptors,117,Box Score,,"19,800",
502,"Tue, Dec 31, 2019",8:00p,Dallas Mavericks,101,Oklahoma City Thunder,106,Box Score,,"18,203",
503,"Wed, Jan 1, 2020",6:00p,Orlando Magic,122,Washington Wizards,101,Box Score,,"14,921",
504,"Wed, Jan 1, 2020",7:30p,Portland Trail Blazers,93,New York Knicks,117,Box Score,,"19,812",
505,"Wed, Jan 1, 2020",8:00p,Minnesota Timberwolves,104,Milwaukee Bucks,106,Box Score,,"17,819",
506,"Wed, Jan 1, 2020",10:30p,Phoenix Suns,107,Los Angeles Lakers,117,Box Score,,"18,997",
507,"Thu, Jan 2, 2020",7:00p,Charlotte Hornets,109,Cleveland Cavaliers,106,Box Score,,"17,859",
508,"Thu, Jan 2, 2020",7:00p,Denver Nuggets,124,Indiana Pacers,116,Box Score,,"16,688",
509,"Thu, Jan 2, 2020",7:30p,Toronto Raptors,76,Miami Heat,84,Box Score,,"19,939",
510,"Thu, Jan 2, 2020",8:00p,Utah Jazz,102,Chicago Bulls,98,Box Score,,"19,398",
511,"Thu, Jan 2, 2020",8:00p,Golden State Warriors,84,Minnesota Timberwolves,99,Box Score,,"15,477",
512,"Thu, Jan 2, 2020",8:30p,Brooklyn Nets,111,Dallas Mavericks,123,Box Score,,"20,289",
513,"Thu, Jan 2, 2020",8:30p,Oklahoma City Thunder,109,San Antonio Spurs,103,Box Score,,"18,354",
514,"Thu, Jan 2, 2020",10:00p,Memphis Grizzlies,123,Sacramento Kings,128,Box Score,,"17,351",
515,"Thu, Jan 2, 2020",10:30p,Detroit Pistons,112,Los Angeles Clippers,126,Box Score,,"19,068",
516,"Fri, Jan 3, 2020",7:00p,Atlanta Hawks,106,Boston Celtics,109,Box Score,,"19,156",
517,"Fri, Jan 3, 2020",7:00p,Miami Heat,85,Orlando Magic,105,Box Score,,"17,198",
518,"Fri, Jan 3, 2020",7:00p,Portland Trail Blazers,122,Washington Wizards,103,Box Score,,"17,945",
519,"Fri, Jan 3, 2020",8:00p,Philadelphia 76ers,108,Houston Rockets,118,Box Score,,"18,055",
520,"Fri, Jan 3, 2020",9:00p,New York Knicks,112,Phoenix Suns,120,Box Score,,"18,055",
521,"Fri, Jan 3, 2020",10:30p,New Orleans Pelicans,113,Los Angeles Lakers,123,Box Score,,"18,997",
522,"Sat, Jan 4, 2020",3:30p,Memphis Grizzlies,140,Los Angeles Clippers,114,Box Score,,"19,068",
523,"Sat, Jan 4, 2020",6:00p,Toronto Raptors,121,Brooklyn Nets,102,Box Score,,"17,732",
524,"Sat, Jan 4, 2020",7:00p,Utah Jazz,109,Orlando Magic,96,Box Score,,"16,913",
525,"Sat, Jan 4, 2020",7:30p,Indiana Pacers,111,Atlanta Hawks,116,Box Score,,"16,420",
526,"Sat, Jan 4, 2020",7:30p,Oklahoma City Thunder,121,Cleveland Cavaliers,106,Box Score,,"19,432",
527,"Sat, Jan 4, 2020",8:00p,Boston Celtics,111,Chicago Bulls,104,Box Score,,"21,130",
528,"Sat, Jan 4, 2020",8:00p,Denver Nuggets,114,Washington Wizards,128,Box Score,,"16,233",
529,"Sat, Jan 4, 2020",8:30p,Charlotte Hornets,123,Dallas Mavericks,120,Box Score,OT,"20,327",
530,"Sat, Jan 4, 2020",8:30p,Detroit Pistons,111,Golden State Warriors,104,Box Score,,"18,064",
531,"Sat, Jan 4, 2020",8:30p,San Antonio Spurs,118,Milwaukee Bucks,127,Box Score,,"18,002",
532,"Sat, Jan 4, 2020",10:00p,New Orleans Pelicans,117,Sacramento Kings,115,Box Score,,"16,808",
533,"Sun, Jan 5, 2020",3:30p,New York Knicks,132,Los Angeles Clippers,135,Box Score,,"19,068",
534,"Sun, Jan 5, 2020",6:00p,Portland Trail Blazers,111,Miami Heat,122,Box Score,,"19,846",
535,"Sun, Jan 5, 2020",7:30p,Minnesota Timberwolves,118,Cleveland Cavaliers,103,Box Score,,"16,159",
536,"Sun, Jan 5, 2020",8:00p,Memphis Grizzlies,121,Phoenix Suns,114,Box Score,,"14,181",
537,"Sun, Jan 5, 2020",10:00p,Detroit Pistons,99,Los Angeles Lakers,106,Box Score,,"18,997",
538,"Mon, Jan 6, 2020",7:00p,Indiana Pacers,115,Charlotte Hornets,104,Box Score,,"13,009",
539,"Mon, Jan 6, 2020",7:00p,Brooklyn Nets,89,Orlando Magic,101,Box Score,,"15,008",
540,"Mon, Jan 6, 2020",7:00p,Oklahoma City Thunder,113,Philadelphia 76ers,120,Box Score,,"20,561",
541,"Mon, Jan 6, 2020",7:00p,Boston Celtics,94,Washington Wizards,99,Box Score,,"17,963",
542,"Mon, Jan 6, 2020",7:30p,Denver Nuggets,123,Atlanta Hawks,115,Box Score,,"15,286",
543,"Mon, Jan 6, 2020",8:00p,Utah Jazz,128,New Orleans Pelicans,126,Box Score,,"14,138",
544,"Mon, Jan 6, 2020",8:30p,Chicago Bulls,110,Dallas Mavericks,118,Box Score,,"20,238",
545,"Mon, Jan 6, 2020",8:30p,Milwaukee Bucks,104,San Antonio Spurs,126,Box Score,,"18,354",
546,"Mon, Jan 6, 2020",10:00p,Golden State Warriors,98,Sacramento Kings,111,Box Score,,"15,819",
547,"Tue, Jan 7, 2020",7:00p,Detroit Pistons,115,Cleveland Cavaliers,113,Box Score,,"17,274",
548,"Tue, Jan 7, 2020",7:00p,Portland Trail Blazers,101,Toronto Raptors,99,Box Score,,"19,800",
549,"Tue, Jan 7, 2020",7:30p,Oklahoma City Thunder,111,Brooklyn Nets,103,Box Score,OT,"15,677",
550,"Tue, Jan 7, 2020",8:00p,Minnesota Timberwolves,112,Memphis Grizzlies,119,Box Score,,"14,117",
551,"Tue, Jan 7, 2020",9:00p,Sacramento Kings,114,Phoenix Suns,103,Box Score,,"14,134",
552,"Tue, Jan 7, 2020",10:30p,New York Knicks,87,Los Angeles Lakers,117,Box Score,,"18,997",
553,"Wed, Jan 8, 2020",7:00p,San Antonio Spurs,129,Boston Celtics,114,Box Score,,"19,156",
554,"Wed, Jan 8, 2020",7:00p,Toronto Raptors,112,Charlotte Hornets,110,Box Score,OT,"13,965",
555,"Wed, Jan 8, 2020",7:00p,Miami Heat,122,Indiana Pacers,108,Box Score,,"17,040",
556,"Wed, Jan 8, 2020",7:00p,Washington Wizards,89,Orlando Magic,123,Box Score,,"16,013",
557,"Wed, Jan 8, 2020",7:30p,Houston Rockets,122,Atlanta Hawks,115,Box Score,,"16,514",
558,"Wed, Jan 8, 2020",7:30p,Denver Nuggets,107,Dallas Mavericks,106,Box Score,,"20,314",
559,"Wed, Jan 8, 2020",8:00p,Chicago Bulls,108,New Orleans Pelicans,123,Box Score,,"15,324",
560,"Wed, Jan 8, 2020",9:00p,New York Knicks,104,Utah Jazz,128,Box Score,,"18,306",
561,"Wed, Jan 8, 2020",10:00p,Milwaukee Bucks,107,Golden State Warriors,98,Box Score,,"18,064",
562,"Thu, Jan 9, 2020",7:00p,Cleveland Cavaliers,115,Detroit Pistons,112,Box Score,OT,"13,445",
563,"Thu, Jan 9, 2020",7:00p,Boston Celtics,98,Philadelphia 76ers,109,Box Score,,"20,822",
564,"Thu, Jan 9, 2020",8:00p,Portland Trail Blazers,102,Minnesota Timberwolves,116,Box Score,,"13,720",
565,"Thu, Jan 9, 2020",9:30p,Houston Rockets,92,Oklahoma City Thunder,113,Box Score,,"18,203",
566,"Fri, Jan 10, 2020",7:00p,Atlanta Hawks,101,Washington Wizards,111,Box Score,,"16,360",
567,"Fri, Jan 10, 2020",7:15p,New Orleans Pelicans,123,New York Knicks,111,Box Score,,"18,003",
568,"Fri, Jan 10, 2020",7:30p,Miami Heat,113,Brooklyn Nets,117,Box Score,,"16,011",
569,"Fri, Jan 10, 2020",8:00p,Indiana Pacers,116,Chicago Bulls,105,Box Score,,"20,229",
570,"Fri, Jan 10, 2020",8:00p,San Antonio Spurs,121,Memphis Grizzlies,134,Box Score,,"16,448",
571,"Fri, Jan 10, 2020",9:00p,Orlando Magic,94,Phoenix Suns,98,Box Score,,"14,562",
572,"Fri, Jan 10, 2020",9:00p,Charlotte Hornets,92,Utah Jazz,109,Box Score,,"18,306",
573,"Fri, Jan 10, 2020",9:45p,Los Angeles Lakers,129,Dallas Mavericks,114,Box Score,,"20,542",
574,"Fri, Jan 10, 2020",10:00p,Milwaukee Bucks,127,Sacramento Kings,106,Box Score,,"17,583",
575,"Fri, Jan 10, 2020",10:30p,Golden State Warriors,100,Los Angeles Clippers,109,Box Score,,"19,068",
576,"Sat, Jan 11, 2020",5:00p,Minnesota Timberwolves,109,Houston Rockets,139,Box Score,,"18,055",
577,"Sat, Jan 11, 2020",7:00p,New Orleans Pelicans,105,Boston Celtics,140,Box Score,,"19,156",
578,"Sat, Jan 11, 2020",7:00p,Chicago Bulls,108,Detroit Pistons,99,Box Score,,"15,951",
579,"Sat, Jan 11, 2020",8:00p,Los Angeles Lakers,125,Oklahoma City Thunder,110,Box Score,,"18,203",
580,"Sat, Jan 11, 2020",8:30p,Philadelphia 76ers,91,Dallas Mavericks,109,Box Score,,"20,244",
581,"Sat, Jan 11, 2020",9:00p,Cleveland Cavaliers,111,Denver Nuggets,103,Box Score,,"19,533",
582,"Sat, Jan 11, 2020",10:00p,Milwaukee Bucks,122,Portland Trail Blazers,101,Box Score,,"19,843",
583,"Sun, Jan 12, 2020",3:30p,Miami Heat,121,New York Knicks,124,Box Score,,"18,861",
584,"Sun, Jan 12, 2020",3:30p,Utah Jazz,127,Washington Wizards,116,Box Score,,"15,953",
585,"Sun, Jan 12, 2020",6:00p,Atlanta Hawks,86,Brooklyn Nets,108,Box Score,,"15,201",
586,"Sun, Jan 12, 2020",6:00p,Golden State Warriors,102,Memphis Grizzlies,122,Box Score,,"16,408",
587,"Sun, Jan 12, 2020",6:00p,San Antonio Spurs,105,Toronto Raptors,104,Box Score,,"19,800",
588,"Sun, Jan 12, 2020",8:00p,Los Angeles Clippers,104,Denver Nuggets,114,Box Score,,"19,520",
589,"Sun, Jan 12, 2020",8:00p,Charlotte Hornets,92,Phoenix Suns,100,Box Score,,"14,751",
590,"Mon, Jan 13, 2020",7:00p,New Orleans Pelicans,117,Detroit Pistons,110,Box Score,OT,"13,780",
591,"Mon, Jan 13, 2020",7:00p,Philadelphia 76ers,95,Indiana Pacers,101,Box Score,,"15,257",
592,"Mon, Jan 13, 2020",7:30p,Chicago Bulls,101,Boston Celtics,113,Box Score,,"19,156",
593,"Mon, Jan 13, 2020",8:00p,Oklahoma City Thunder,117,Minnesota Timberwolves,104,Box Score,,"11,044",
594,"Mon, Jan 13, 2020",10:00p,Charlotte Hornets,112,Portland Trail Blazers,115,Box Score,,"19,111",
595,"Mon, Jan 13, 2020",10:00p,Orlando Magic,114,Sacramento Kings,112,Box Score,,"16,299",
596,"Mon, Jan 13, 2020",10:30p,Cleveland Cavaliers,99,Los Angeles Lakers,128,Box Score,,"18,997",
597,"Tue, Jan 14, 2020",7:30p,Phoenix Suns,110,Atlanta Hawks,123,Box Score,,"16,060",
598,"Tue, Jan 14, 2020",7:30p,Utah Jazz,118,Brooklyn Nets,107,Box Score,,"15,381",
599,"Tue, Jan 14, 2020",8:00p,Houston Rockets,110,Memphis Grizzlies,121,Box Score,,"16,181",
600,"Tue, Jan 14, 2020",8:00p,New York Knicks,102,Milwaukee Bucks,128,Box Score,,"17,590",
601,"Tue, Jan 14, 2020",10:30p,Dallas Mavericks,124,Golden State Warriors,97,Box Score,,"18,064",
602,"Tue, Jan 14, 2020",10:30p,Cleveland Cavaliers,103,Los Angeles Clippers,128,Box Score,,"19,068",
603,"Wed, Jan 15, 2020",7:00p,Detroit Pistons,116,Boston Celtics,103,Box Score,,"19,156",
604,"Wed, Jan 15, 2020",7:00p,Brooklyn Nets,106,Philadelphia 76ers,117,Box Score,,"20,416",
605,"Wed, Jan 15, 2020",7:30p,San Antonio Spurs,100,Miami Heat,106,Box Score,,"19,704",
606,"Wed, Jan 15, 2020",8:00p,Washington Wizards,106,Chicago Bulls,115,Box Score,,"19,382",
607,"Wed, Jan 15, 2020",8:00p,Indiana Pacers,104,Minnesota Timberwolves,99,Box Score,,"12,648",
608,"Wed, Jan 15, 2020",8:00p,Toronto Raptors,130,Oklahoma City Thunder,121,Box Score,,"18,203",
609,"Wed, Jan 15, 2020",9:00p,Charlotte Hornets,86,Denver Nuggets,100,Box Score,,"19,520",
610,"Wed, Jan 15, 2020",9:30p,Portland Trail Blazers,117,Houston Rockets,107,Box Score,,"18,055",
611,"Wed, Jan 15, 2020",10:00p,Dallas Mavericks,127,Sacramento Kings,123,Box Score,,"17,029",
612,"Wed, Jan 15, 2020",10:30p,Orlando Magic,119,Los Angeles Lakers,118,Box Score,,"18,997",
613,"Thu, Jan 16, 2020",7:30p,Phoenix Suns,121,New York Knicks,98,Box Score,,"18,215",
614,"Thu, Jan 16, 2020",8:00p,Boston Celtics,123,Milwaukee Bucks,128,Box Score,,"17,873",
615,"Thu, Jan 16, 2020",8:00p,Utah Jazz,132,New Orleans Pelicans,138,Box Score,OT,"16,717",
616,"Thu, Jan 16, 2020",10:30p,Denver Nuggets,134,Golden State Warriors,131,Box Score,OT,"18,064",
617,"Thu, Jan 16, 2020",10:30p,Orlando Magic,95,Los Angeles Clippers,122,Box Score,,"19,068",
618,"Fri, Jan 17, 2020",7:00p,Minnesota Timberwolves,114,Indiana Pacers,116,Box Score,,"16,248",
619,"Fri, Jan 17, 2020",7:00p,Chicago Bulls,89,Philadelphia 76ers,100,Box Score,,"20,919",
620,"Fri, Jan 17, 2020",7:00p,Washington Wizards,111,Toronto Raptors,140,Box Score,,"19,800",
621,"Fri, Jan 17, 2020",8:00p,Cleveland Cavaliers,109,Memphis Grizzlies,113,Box Score,,"17,102",
622,"Fri, Jan 17, 2020",8:00p,Miami Heat,115,Oklahoma City Thunder,108,Box Score,,"18,203",
623,"Fri, Jan 17, 2020",8:30p,Atlanta Hawks,121,San Antonio Spurs,120,Box Score,,"18,354",
624,"Fri, Jan 17, 2020",9:30p,Portland Trail Blazers,112,Dallas Mavericks,120,Box Score,,"20,283",
625,"Sat, Jan 18, 2020",3:30p,Los Angeles Clippers,133,New Orleans Pelicans,130,Box Score,,"17,959",
626,"Sat, Jan 18, 2020",6:00p,Milwaukee Bucks,117,Brooklyn Nets,97,Box Score,,"17,732",
627,"Sat, Jan 18, 2020",7:00p,Phoenix Suns,123,Boston Celtics,119,Box Score,,"19,156",
628,"Sat, Jan 18, 2020",7:30p,Detroit Pistons,136,Atlanta Hawks,103,Box Score,,"17,056",
629,"Sat, Jan 18, 2020",7:30p,Philadelphia 76ers,90,New York Knicks,87,Box Score,,"17,812",
630,"Sat, Jan 18, 2020",8:00p,Cleveland Cavaliers,116,Chicago Bulls,118,Box Score,,"19,939",
631,"Sat, Jan 18, 2020",8:00p,Toronto Raptors,122,Minnesota Timberwolves,112,Box Score,,"16,520",
632,"Sat, Jan 18, 2020",8:30p,Orlando Magic,95,Golden State Warriors,109,Box Score,,"18,064",
633,"Sat, Jan 18, 2020",8:30p,Los Angeles Lakers,124,Houston Rockets,115,Box Score,,"18,502",
634,"Sat, Jan 18, 2020",9:00p,Portland Trail Blazers,106,Oklahoma City Thunder,119,Box Score,,"18,203",
635,"Sat, Jan 18, 2020",9:00p,Sacramento Kings,101,Utah Jazz,123,Box Score,,"18,306",
636,"Sun, Jan 19, 2020",3:00p,Miami Heat,102,San Antonio Spurs,107,Box Score,,"18,422",
637,"Sun, Jan 19, 2020",8:00p,Indiana Pacers,115,Denver Nuggets,107,Box Score,,"19,520",
638,"Mon, Jan 20, 2020",2:00p,Detroit Pistons,100,Washington Wizards,106,Box Score,,"17,305",
639,"Mon, Jan 20, 2020",2:30p,Toronto Raptors,122,Atlanta Hawks,117,Box Score,,"17,300",
640,"Mon, Jan 20, 2020",3:00p,Philadelphia 76ers,117,Brooklyn Nets,111,Box Score,,"16,801",
641,"Mon, Jan 20, 2020",5:00p,Orlando Magic,106,Charlotte Hornets,83,Box Score,,"16,133",
642,"Mon, Jan 20, 2020",5:00p,New York Knicks,106,Cleveland Cavaliers,86,Box Score,,"17,133",
643,"Mon, Jan 20, 2020",5:00p,Oklahoma City Thunder,112,Houston Rockets,107,Box Score,,"18,055",
644,"Mon, Jan 20, 2020",5:00p,New Orleans Pelicans,126,Memphis Grizzlies,116,Box Score,,"17,794",
645,"Mon, Jan 20, 2020",5:00p,Sacramento Kings,113,Miami Heat,118,Box Score,OT,"19,600",
646,"Mon, Jan 20, 2020",5:00p,Chicago Bulls,98,Milwaukee Bucks,111,Box Score,,"17,747",
647,"Mon, Jan 20, 2020",7:30p,Los Angeles Lakers,107,Boston Celtics,139,Box Score,,"19,156",
648,"Mon, Jan 20, 2020",8:00p,Denver Nuggets,107,Minnesota Timberwolves,100,Box Score,,"12,172",
649,"Mon, Jan 20, 2020",9:00p,San Antonio Spurs,120,Phoenix Suns,118,Box Score,,"14,847",
650,"Mon, Jan 20, 2020",9:00p,Indiana Pacers,88,Utah Jazz,118,Box Score,,"18,306",
651,"Mon, Jan 20, 2020",10:00p,Golden State Warriors,124,Portland Trail Blazers,129,Box Score,OT,"19,493",
652,"Tue, Jan 21, 2020",8:30p,Los Angeles Clippers,110,Dallas Mavericks,107,Box Score,,"19,783",
653,"Wed, Jan 22, 2020",7:00p,Sacramento Kings,106,Detroit Pistons,127,Box Score,,"13,972",
654,"Wed, Jan 22, 2020",7:00p,Oklahoma City Thunder,120,Orlando Magic,114,Box Score,,"18,846",
655,"Wed, Jan 22, 2020",7:00p,Philadelphia 76ers,95,Toronto Raptors,107,Box Score,,"19,800",
656,"Wed, Jan 22, 2020",7:30p,Los Angeles Clippers,95,Atlanta Hawks,102,Box Score,,"14,338",
657,"Wed, Jan 22, 2020",7:30p,Memphis Grizzlies,95,Boston Celtics,119,Box Score,,"19,156",
658,"Wed, Jan 22, 2020",7:30p,Washington Wizards,129,Miami Heat,134,Box Score,OT,"19,600",
659,"Wed, Jan 22, 2020",7:30p,Los Angeles Lakers,100,New York Knicks,92,Box Score,,"19,812",
660,"Wed, Jan 22, 2020",8:00p,Minnesota Timberwolves,110,Chicago Bulls,117,Box Score,,"18,875",
661,"Wed, Jan 22, 2020",8:00p,Denver Nuggets,105,Houston Rockets,121,Box Score,,"18,055",
662,"Wed, Jan 22, 2020",9:00p,Indiana Pacers,112,Phoenix Suns,87,Box Score,,"14,691",
663,"Wed, Jan 22, 2020",9:30p,San Antonio Spurs,121,New Orleans Pelicans,117,Box Score,,"18,365",
664,"Wed, Jan 22, 2020",10:00p,Utah Jazz,129,Golden State Warriors,96,Box Score,,"18,064",
665,"Thu, Jan 23, 2020",7:00p,Washington Wizards,124,Cleveland Cavaliers,112,Box Score,,"16,689",
666,"Thu, Jan 23, 2020",8:00p,Los Angeles Lakers,128,Brooklyn Nets,113,Box Score,,"17,732",
667,"Thu, Jan 23, 2020",10:30p,Dallas Mavericks,133,Portland Trail Blazers,125,Box Score,,"19,574",
668,"Fri, Jan 24, 2020",3:00p,Milwaukee Bucks,116,Charlotte Hornets,103,Box Score,,"15,758","at Paris, France"
669,"Fri, Jan 24, 2020",7:00p,Memphis Grizzlies,125,Detroit Pistons,112,Box Score,,"14,583",
670,"Fri, Jan 24, 2020",7:00p,Boston Celtics,109,Orlando Magic,98,Box Score,,"18,846",
671,"Fri, Jan 24, 2020",7:30p,Toronto Raptors,118,New York Knicks,112,Box Score,,"18,883",
672,"Fri, Jan 24, 2020",8:00p,Sacramento Kings,98,Chicago Bulls,81,Box Score,,"17,661",
673,"Fri, Jan 24, 2020",8:00p,Los Angeles Clippers,122,Miami Heat,117,Box Score,,"19,632",
674,"Fri, Jan 24, 2020",8:00p,Houston Rockets,131,Minnesota Timberwolves,124,Box Score,,"16,101",
675,"Fri, Jan 24, 2020",8:00p,Denver Nuggets,113,New Orleans Pelicans,106,Box Score,,"16,398",
676,"Fri, Jan 24, 2020",8:00p,Atlanta Hawks,111,Oklahoma City Thunder,140,Box Score,,"18,203",
677,"Fri, Jan 24, 2020",8:30p,Phoenix Suns,103,San Antonio Spurs,99,Box Score,,"18,354",
678,"Fri, Jan 24, 2020",10:30p,Indiana Pacers,129,Golden State Warriors,118,Box Score,,"18,064",
679,"Sat, Jan 25, 2020",5:00p,Dallas Mavericks,107,Utah Jazz,112,Box Score,,"18,306",
680,"Sat, Jan 25, 2020",7:00p,Brooklyn Nets,121,Detroit Pistons,111,Box Score,OT,"15,890",
681,"Sat, Jan 25, 2020",8:00p,Chicago Bulls,118,Cleveland Cavaliers,106,Box Score,,"19,432",
682,"Sat, Jan 25, 2020",8:00p,Oklahoma City Thunder,113,Minnesota Timberwolves,104,Box Score,,"16,236",
683,"Sat, Jan 25, 2020",8:30p,Los Angeles Lakers,91,Philadelphia 76ers,108,Box Score,,"21,109",
684,"Sun, Jan 26, 2020",3:30p,Houston Rockets,110,Denver Nuggets,117,Box Score,,"19,520",
685,"Sun, Jan 26, 2020",4:00p,Toronto Raptors,110,San Antonio Spurs,106,Box Score,,"18,354",
686,"Sun, Jan 26, 2020",6:00p,Washington Wizards,133,Atlanta Hawks,152,Box Score,,"15,567",
687,"Sun, Jan 26, 2020",6:00p,Phoenix Suns,109,Memphis Grizzlies,114,Box Score,,"17,214",
688,"Sun, Jan 26, 2020",6:00p,Boston Celtics,108,New Orleans Pelicans,123,Box Score,,"16,737",
689,"Sun, Jan 26, 2020",6:00p,Brooklyn Nets,97,New York Knicks,110,Box Score,,"17,831",
690,"Sun, Jan 26, 2020",6:00p,Los Angeles Clippers,112,Orlando Magic,97,Box Score,,"15,427",
691,"Sun, Jan 26, 2020",9:00p,Indiana Pacers,129,Portland Trail Blazers,139,Box Score,,"19,663",
692,"Mon, Jan 27, 2020",7:00p,Cleveland Cavaliers,115,Detroit Pistons,100,Box Score,,"12,597",
693,"Mon, Jan 27, 2020",7:30p,Orlando Magic,92,Miami Heat,113,Box Score,,"19,600",
694,"Mon, Jan 27, 2020",8:00p,San Antonio Spurs,109,Chicago Bulls,110,Box Score,,"16,071",
695,"Mon, Jan 27, 2020",8:00p,Sacramento Kings,133,Minnesota Timberwolves,129,Box Score,OT,"13,449",
696,"Mon, Jan 27, 2020",8:00p,Dallas Mavericks,107,Oklahoma City Thunder,97,Box Score,,"18,203",
697,"Mon, Jan 27, 2020",9:00p,Houston Rockets,126,Utah Jazz,117,Box Score,,"18,306",
698,"Tue, Jan 28, 2020",7:00p,New York Knicks,92,Charlotte Hornets,97,Box Score,,"14,342",
699,"Tue, Jan 28, 2020",7:00p,Golden State Warriors,104,Philadelphia 76ers,115,Box Score,,"20,854",
700,"Tue, Jan 28, 2020",7:30p,New Orleans Pelicans,125,Cleveland Cavaliers,111,Box Score,,"19,432",
701,"Tue, Jan 28, 2020",7:30p,Atlanta Hawks,114,Toronto Raptors,130,Box Score,,"19,800",
702,"Tue, Jan 28, 2020",8:00p,Denver Nuggets,96,Memphis Grizzlies,104,Box Score,,"14,365",
703,"Tue, Jan 28, 2020",8:00p,Boston Celtics,109,Miami Heat,101,Box Score,,"19,704",
704,"Tue, Jan 28, 2020",8:00p,Washington Wizards,131,Milwaukee Bucks,151,Box Score,,"17,681",
705,"Tue, Jan 28, 2020",8:30p,Phoenix Suns,133,Dallas Mavericks,104,Box Score,,"20,216",
706,"Wed, Jan 29, 2020",7:00p,Chicago Bulls,106,Indiana Pacers,115,Box Score,OT,"17,923",
707,"Wed, Jan 29, 2020",7:30p,Detroit Pistons,115,Brooklyn Nets,125,Box Score,,"14,275",
708,"Wed, Jan 29, 2020",7:30p,Memphis Grizzlies,127,New York Knicks,106,Box Score,,"18,768",
709,"Wed, Jan 29, 2020",8:30p,Utah Jazz,120,San Antonio Spurs,127,Box Score,,"17,887",
710,"Wed, Jan 29, 2020",10:00p,Houston Rockets,112,Portland Trail Blazers,125,Box Score,,"19,393",
711,"Wed, Jan 29, 2020",10:00p,Oklahoma City Thunder,120,Sacramento Kings,100,Box Score,,"16,935",
712,"Thu, Jan 30, 2020",7:00p,Toronto Raptors,115,Cleveland Cavaliers,109,Box Score,,"17,695",
713,"Thu, Jan 30, 2020",7:00p,Charlotte Hornets,107,Washington Wizards,121,Box Score,,"15,013",
714,"Thu, Jan 30, 2020",7:30p,Philadelphia 76ers,117,Atlanta Hawks,127,Box Score,,"15,227",
715,"Thu, Jan 30, 2020",8:00p,Golden State Warriors,104,Boston Celtics,119,Box Score,,"19,156",
716,"Thu, Jan 30, 2020",10:30p,Utah Jazz,100,Denver Nuggets,106,Box Score,,"19,520",
717,"Thu, Jan 30, 2020",10:30p,Sacramento Kings,124,Los Angeles Clippers,103,Box Score,,"19,068",
718,"Fri, Jan 31, 2020",7:00p,Toronto Raptors,105,Detroit Pistons,92,Box Score,,"17,356",
719,"Fri, Jan 31, 2020",7:30p,Chicago Bulls,118,Brooklyn Nets,133,Box Score,,"17,732",
720,"Fri, Jan 31, 2020",7:30p,Dallas Mavericks,121,Houston Rockets,128,Box Score,,"18,055",
721,"Fri, Jan 31, 2020",8:00p,Memphis Grizzlies,111,New Orleans Pelicans,139,Box Score,,"18,362",
722,"Fri, Jan 31, 2020",9:00p,Denver Nuggets,127,Milwaukee Bucks,115,Box Score,,"18,141",
723,"Fri, Jan 31, 2020",9:00p,Oklahoma City Thunder,111,Phoenix Suns,107,Box Score,,"17,260",
724,"Fri, Jan 31, 2020",10:30p,Portland Trail Blazers,127,Los Angeles Lakers,119,Box Score,,"18,997",
